Job Title,Salary Estimate,Rating,Location,Size,Type of ownership,Industry,Sector,job_state,company_age,python,spark,tableau
Data Scientist,79-147 ,0,"Reston, VA",51 to 200 employees,Company - Private,IT Services,Information Technology, VA,-1,1,0,0
Machine Learning Engineer,79-147 ,3.7,"Fort Belvoir, VA",501 to 1000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense, VA,66,1,0,0
Principal Data & Analytics Platform Engineer,79-147 ,3.7,"Durham, NC",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance, NC,87,1,1,0
Machine Learning Engineer/Scientist,79-147 ,4.8,"New York, NY",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance, NY,20,0,0,0
Data Scientist,79-147 ,5,"McLean, VA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology, VA,17,1,0,0
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",79-147 ,3.9,"Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,24,0,0,0
Data Scientist,79-147 ,3.4,"Chicago, IL",501 to 1000 employees,Company - Private,,, IL,-1,0,0,0
Data Scientist,79-147 ,3.3,"Kent, OH",10000+ employees,Self-employed,Timber Operations,Agriculture & Forestry, OH,140,1,0,0
Data Scientist,79-147 ,4.6,"Reston, VA",501 to 1000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense, VA,21,0,0,0
Data Scientist,79-147 ,0,"San Francisco, CA",1 to 50 employees,Company - Private,,, CA,-1,1,0,0
Machine Learning Engineer,79-147 ,2.6,"Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education, PA,36,1,0,0
Data Analyst - Unilever Prestige,79-147 ,3.8,"Carson, CA",201 to 500 employees,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing, CA,34,1,0,1
Data Scientist,79-147 ,4.8,"New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology, NY,9,1,0,1
"VP, Data Science",79-147 ,3.9,"New York, NY",51 to 200 employees,Company - Private,Research & Development,Business Services, NY,8,1,1,0
Data Scientist,122-146 ,4,"Santa Clara, CA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology, CA,8,1,1,0
Data Scientist,122-146 ,4.2,"Palo Alto, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology, CA,7,1,0,0
Senior Business Intelligence Analyst,122-146 ,3.7,"Maple Plain, MN",1001 to 5000 employees,Company - Public,Miscellaneous Manufacturing,Manufacturing, MN,21,0,0,0
Data Scientist,122-146 ,3,"Cincinnati, OH",1001 to 5000 employees,Company - Private,Insurance Agencies & Brokerages,Insurance, OH,133,0,0,0
Data Engineer - Kafka,122-146 ,3.5,"San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology, CA,50,1,1,0
Data Scientist,122-146 ,2.9,"Santa Clara, CA",1 to 50 employees,Company - Private,,, CA,-1,1,1,0
Data Scientist,122-146 ,5,"New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services, NY,6,0,0,0
Data Scientist,122-146 ,4.7,"Chantilly, VA",201 to 500 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology, VA,18,0,0,0
Data Scientist,122-146 ,0,"Palo Alto, CA",,,,, CA,-1,0,0,0
Decision Scientist,122-146 ,4.5,"Laurel, MD",5001 to 10000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense, MD,78,0,1,0
Data Scientist,122-146 ,4.9,"Cambridge, MA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology, MA,10,1,1,0
Data Science All Star Program - Data Engineer Track,122-146 ,4.6,"Columbia, MD",51 to 200 employees,Company - Private,Consulting,Business Services, MD,18,1,1,0
Data Scientist - TS/SCI FSP or CI Required,122-146 ,5,"Annapolis Junction, MD",1 to 50 employees,Company - Private,IT Services,Information Technology, MD,9,1,1,0
Data Analyst,122-146 ,3.9,"Falls Church, VA",51 to 200 employees,Company - Public,Consulting,Business Services, VA,8,1,0,1
Data Scientist,122-146 ,-1,"San Francisco, CA",,,,, CA,-1,1,1,0
Data Scientist,122-146 ,-1,"San Francisco, CA",,,,, CA,-1,1,1,0
Data Scientist,122-146 ,-1,"San Francisco, CA",,,,, CA,-1,1,1,0
Data Scientist,122-146 ,-1,"San Francisco, CA",,,,, CA,-1,1,1,0
Data Scientist,122-146 ,-1,"San Francisco, CA",,,,, CA,-1,1,1,0
Data Scientist,122-146 ,-1,"San Francisco, CA",,,,, CA,-1,1,1,0
Senior Data Scientist,122-146 ,3.5,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense, VA,-1,1,0,0
Data Scientist,112-116 ,4.3,"Cambridge, MA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology, MA,21,1,0,1
Data Scientist,112-116 ,3.7,"Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,239,1,1,0
Data Scientist,112-116 ,3.5,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense, VA,-1,1,1,1
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,112-116 ,3.9,"Oklahoma City, OK",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services, OK,73,1,0,0
Data Scientist,112-116 ,4.7,"Thousand Oaks, CA",51 to 200 employees,Company - Private,Consulting,Business Services, CA,12,1,0,0
Data Science Software Engineer,112-116 ,4.8,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology, MA,8,1,0,0
AI Ops Data Scientist,112-116 ,4,"Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MD,107,1,1,0
Data Scientist,112-116 ,4.4,"Edison, NJ",51 to 200 employees,Company - Private,,, NJ,-1,0,0,0
Data Scientist,112-116 ,3.2,"Adelphi, MD",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense, MD,2,1,0,0
Data Scientist,112-116 ,4.5,"Washington, DC",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services, DC,40,1,0,0
Scientist - Machine Learning,112-116 ,3.5,"Seattle, WA",201 to 500 employees,Nonprofit Organization,Research & Development,Business Services, WA,17,0,0,0
Data Scientist,112-116 ,4.4,"Plano, TX",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services, TX,31,1,0,0
Data Scientist,112-116 ,3.1,"Sunnyvale, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services, CA,19,1,0,1
Sr. Data Scientist,112-116 ,3.5,"Denver, CO",201 to 500 employees,Company - Private,Travel Agencies,Travel & Tourism, CO,9,1,0,0
Data Scientist,112-116 ,3.8,"Thousand Oaks, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology, CA,21,1,0,0
Data Scientist,112-116 ,3.7,"McLean, VA",5001 to 10000 employees,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities", VA,112,1,0,0
Analytics Manager - Data Mart,112-116 ,3.5,"Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care, CA,24,0,0,1
Data Modeler (Analytical Systems),112-116 ,3.7,"Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance, MA,169,0,1,0
Applied AI Scientist / Engineer,112-116 ,5,"Boston, MA",1 to 50 employees,Contract,Computer Hardware & Software,Information Technology, MA,17,1,0,0
"Data Engineer (Analytics, SQL, Python, AWS)",112-116 ,4,"Hartford, CT",10000+ employees,Company - Public,Insurance Carriers,Insurance, CT,167,1,1,0
Senior Data Analyst - Finance & Platform Analytics,112-116 ,3.6,"San Francisco, CA",1001 to 5000 employees,Subsidiary or Business Segment,Internet,Information Technology, CA,9,1,0,1
Senior Data Scientist,110-163 ,4.8,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology, MA,8,0,0,0
Market Research Data Scientist,110-163 ,3.8,"Denver, CO",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services, CO,11,0,0,0
IT Partner Digital Health Technology and Data Science,110-163 ,3.6,"Cambridge, MA",5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,42,0,0,0
Data Scientist,110-163 ,-1,"San Francisco, CA",,,,, CA,-1,1,1,1
Data Scientist,110-163 ,-1,"San Francisco, CA",,,,, CA,-1,1,1,1
"Senior Machine Learning Scientist - Bay Area, CA",110-163 ,3.3,"Redwood City, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, CA,5,1,0,0
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",110-163 ,4.1,"Fremont, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology, CA,39,1,0,0
Senior Clinical Data Scientist Programmer,110-163 ,3.6,"Hamilton, NJ",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, NJ,-1,0,0,0
Data Engineer,110-163 ,4.5,"Falls Church, VA",51 to 200 employees,Company - Private,Federal Agencies,Government, VA,15,1,0,0
Computer Vision / Deep Learning Scientist,110-163 ,3.3,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, IL,5,0,0,0
Data Solutions Engineer - Data Modeler,110-163 ,3.4,"Indianapolis, IN",10000+ employees,Company - Private,Insurance Carriers,Insurance, IN,108,1,0,0
Data Scientist,110-163 ,4.3,"Washington, DC",501 to 1000 employees,Company - Private,IT Services,Information Technology, DC,24,0,0,0
Data Scientist (TS/SCI w/ Poly),110-163 ,3.5,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense, VA,-1,1,0,0
Weapons and Sensors Engineer/Scientist,110-163 ,4,"Huntsville, AL",1001 to 5000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense, AL,46,1,0,0
Applied Computer Scientist,110-163 ,4.5,"Woburn, MA",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense, MA,10,0,0,0
Senior Data Analyst,110-163 ,4.5,"Herndon, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology, VA,8,1,0,0
Cloud Data Engineer (Azure),110-163 ,3.9,"Merrifield, VA",10000+ employees,Other Organization,Banks & Credit Unions,Finance, VA,87,0,0,1
"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",110-163 ,4,"Madison, WI",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care, WI,25,0,0,0
Sr. Data Analyst,110-163 ,3.6,"Philadelphia, PA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care, PA,26,0,0,1
Senior Scientist - Toxicologist - Product Integrity (Stewardship),110-163 ,3.3,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing, NC,145,0,0,0
Senior Machine Learning Engineer,110-163 ,5,"Raleigh, NC",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology, NC,4,0,1,0
Product Data Scientist - Ads Data Science,124-198 ,4.1,"San Francisco, CA",1001 to 5000 employees,Company - Public,Internet,Information Technology, CA,14,1,0,0
Data Scientist,124-198 ,3.2,"San Francisco, CA",1001 to 5000 employees,Company - Private,Express Delivery Services,Transportation & Logistics, CA,9,1,1,0
Data Scientist,124-198 ,4.9,"Columbia, MD",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology, MD,10,1,1,1
Data Scientist,124-198 ,-1,"San Mateo, CA",Unknown,Unknown,,, CA,-1,0,0,0
Data Scientist,124-198 ,3.3,"Boston, MA",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,2,1,0,0
Data Scientist,124-198 ,-1,"Burbank, CA",1 to 50 employees,Company - Private,IT Services,Information Technology, CA,15,1,1,0
Data Scientist,124-198 ,5,"Sunnyvale, CA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology, CA,-1,1,1,1
Data Scientist,124-198 ,3.4,"San Ramon, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services, CA,-1,1,0,0
Data Scientist,124-198 ,4.1,"Washington, DC",1 to 50 employees,Company - Private,Consulting,Business Services, DC,-1,1,0,1
Data Scientist,124-198 ,5,"Springfield, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense, VA,6,1,0,0
Data Scientist,124-198 ,4.2,"Phoenix, AZ",201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services, AZ,21,1,0,0
Data Scientist,124-198 ,3.7,"Oxnard, CA",10000+ employees,Company - Public,Consulting,Business Services, CA,106,1,0,1
Data Scientist,124-198 ,3.8,"Kansas City, MO",5001 to 10000 employees,Company - Private,Architectural & Engineering Services,Business Services, MO,122,1,0,0
Data Scientist,124-198 ,4.8,"Jersey City, NJ",201 to 500 employees,Company - Private,IT Services,Information Technology, NJ,10,1,0,0
Data Scientist,124-198 ,3.5,"Manchester, NH",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services, NH,72,1,1,0
Analytics - Business Assurance Data Analyst,124-198 ,4.6,"Cedar Rapids, IA",501 to 1000 employees,Company - Private,Lending,Finance, IA,28,0,0,1
Data Scientist,124-198 ,4.5,"Winters, TX",1 to 50 employees,Company - Private,Accounting,Accounting & Legal, TX,-1,1,1,0
Data Scientist,124-198 ,3.9,"Ann Arbor, MI",1001 to 5000 employees,Company - Public,Internet,Information Technology, MI,15,1,1,0
Data Scientist,124-198 ,3.4,"Brooklyn, NY",Unknown,Company - Private,,, NY,-1,1,0,0
Data Scientist,124-198 ,-1,"New York, NY",1 to 50 employees,Company - Private,Consulting,Business Services, NY,-1,0,0,0
Data Scientist,124-198 ,4.1,"McLean, VA",51 to 200 employees,Company - Private,Consulting,Business Services, VA,12,1,0,0
Data Scientist,79-133 ,3.7,"New York, NY",501 to 1000 employees,Company - Private,Internet,Information Technology, NY,8,1,0,1
Senior Data Scientist,79-133 ,3.5,"Saint Louis, MO",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MO,8,1,0,0
Data Scientist,79-133 ,4.6,"Concord, CA",51 to 200 employees,Company - Private,Consulting,Business Services, CA,-1,0,0,0
Data Scientist,79-133 ,-1,"Fort Belvoir, VA",Unknown,Company - Public,,, VA,-1,1,0,0
Data Scientist,79-133 ,-1,"Cincinnati, OH",1 to 50 employees,Company - Private,,, OH,-1,0,0,0
Data Engineer,79-133 ,4.4,"San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology, CA,12,1,0,0
Data Scientist,79-133 ,3.6,"Germantown, MD",51 to 200 employees,Company - Private,IT Services,Information Technology, MD,-1,1,0,1
Data Scientist,79-133 ,3.1,"Omaha, NE",10000+ employees,Company - Public,Logistics & Supply Chain,Transportation & Logistics, NE,64,0,0,0
Data Scientist,79-133 ,5,"McLean, VA",1 to 50 employees,Company - Private,,, VA,-1,1,0,0
Data Scientist - Machine Learning,79-133 ,5,"Open Fork, VA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services, VA,2,1,1,0
Data Scientist,79-133 ,-1,"Reston, VA",51 to 200 employees,Company - Private,IT Services,Information Technology, VA,-1,1,0,0
Data Scientist,79-133 ,-1,United States,1 to 50 employees,Company - Private,,,US,-1,0,0,0
Data Scientist,79-133 ,3.5,"San Carlos, CA",201 to 500 employees,Company - Private,Farm Support Services,Agriculture & Forestry, CA,6,1,0,0
Data Scientist,79-133 ,-1,"Boston, MA",1 to 50 employees,Private Practice / Firm,Health Care Services & Hospitals,Health Care, MA,-1,1,0,0
Data Scientist,79-133 ,5,"Ashburn, VA",1 to 50 employees,Company - Public,,, VA,-1,1,0,1
Data Scientist,79-133 ,2.7,"Lombard, IL",10000+ employees,Company - Public,IT Services,Information Technology, IL,13,0,0,0
Data Scientist,79-133 ,4.1,"Hampton, VA",1001 to 5000 employees,Company - Private,Research & Development,Business Services, VA,43,1,0,0
Data Scientist,79-133 ,2.1,"San Francisco, CA",Unknown,Company - Private,Telecommunications Services,Telecommunications, CA,1,1,1,0
Machine Learning Engineer/Scientist,79-133 ,4.8,"New York, NY",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance, NY,20,0,0,0
Data Scientist - Intermediate,69-116 ,4.5,"Saint Louis, MO",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services, MO,26,1,0,0
Principal Data Scientist,69-116 ,4,"San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology, CA,38,1,1,0
Data Scientist,69-116 ,3.3,"Edison, NJ",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care, NJ,-1,1,0,1
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",69-116 ,3.9,"Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,24,0,0,0
Data Scientist,69-116 ,3.2,"Alpharetta, GA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services, GA,13,1,1,0
Data Scientist,69-116 ,3.2,"Boulder, CO",1001 to 5000 employees,Company - Public,Internet,Information Technology, CO,11,1,1,0
Data Scientist- Industrial Discrete Sector Industry,69-116 ,3.7,"Atlanta, GA",10000+ employees,Company - Public,IT Services,Information Technology, GA,109,1,0,0
Data Scientist,69-116 ,4.4,"Falls Church, VA",51 to 200 employees,Company - Private,Consulting,Business Services, VA,13,1,0,1
Data Scientist,69-116 ,3.1,"Mountain View, CA",1 to 50 employees,Company - Private,IT Services,Information Technology, CA,11,1,0,0
Data Scientist,69-116 ,3.3,"Kent, OH",10000+ employees,Self-employed,Timber Operations,Agriculture & Forestry, OH,140,1,0,0
Data Scientist,69-116 ,3.5,"Trumbull, CT",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance, CT,14,1,0,1
Data Scientist,69-116 ,-1,"San Francisco, CA",1 to 50 employees,Company - Private,,, CA,-1,1,0,0
Machine Learning Engineer,69-116 ,2.6,"Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education, PA,36,1,0,0
Data Scientist,69-116 ,-1,"Sterling, VA",,,,, VA,-1,1,1,1
Data Scientist,69-116 ,2.7,"New York, NY",1001 to 5000 employees,Company - Public,Advertising & Marketing,Business Services, NY,52,1,0,1
Data Scientist,69-116 ,3.5,"Alpharetta, GA",501 to 1000 employees,Company - Private,Consulting,Business Services, GA,11,1,0,0
Data Scientist,69-116 ,3.2,"Philadelphia, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services, PA,-1,1,1,0
Data Analyst - Unilever Prestige,69-116 ,3.8,"Carson, CA",201 to 500 employees,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing, CA,34,1,0,1
Data Scientist,69-116 ,4.2,"Foster City, CA",51 to 200 employees,Company - Private,IT Services,Information Technology, CA,-1,1,0,0
Data Scientist,69-116 ,4.8,"New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology, NY,9,1,0,1
Data Scientist,69-116 ,4.2,"Frederick, MD",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services, MD,31,1,0,1
Data & Machine Learning Scientist,31-56 ,3.3,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, IL,5,1,0,0
Data Scientist,31-56 ,4,"Santa Clara, CA",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology, CA,14,1,0,1
"VP, Data Science",31-56 ,3.9,"New York, NY",51 to 200 employees,Company - Private,Research & Development,Business Services, NY,8,1,1,0
Senior Business Intelligence Analyst,31-56 ,3.7,"Maple Plain, MN",1001 to 5000 employees,Company - Public,Miscellaneous Manufacturing,Manufacturing, MN,21,0,0,0
Data Scientist,31-56 ,3.9,"Colorado Springs, CO",501 to 1000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense, CO,16,1,0,1
Data Engineer - Kafka,31-56 ,3.5,"San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology, CA,50,1,1,0
Data Scientist,31-56 ,4,United States,1 to 50 employees,Company - Private,Investment Banking & Asset Management,Finance,US,8,1,0,0
Data Scientist,31-56 ,3,"Cincinnati, OH",1001 to 5000 employees,Company - Private,Insurance Agencies & Brokerages,Insurance, OH,133,0,0,0
Data Scientist,31-56 ,3.7,"Atlanta, GA",5001 to 10000 employees,Company - Public,Financial Transaction Processing,Finance, GA,20,1,0,1
Data Scientist,31-56 ,4.5,"Washington, DC",1 to 50 employees,Company - Private,,, DC,-1,1,1,0
Data Scientist,31-56 ,2.8,"Arlington, VA",51 to 200 employees,Nonprofit Organization,Social Assistance,Non-Profit, VA,33,1,0,0
Data Scientist,31-56 ,4.1,"Santa Clara, CA",201 to 500 employees,Company - Private,,, CA,-1,1,0,0
In-Line Inspection Data Analyst,31-56 ,2.9,"Tulsa, OK",201 to 500 employees,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities", OK,24,0,0,0
Data Scientist,31-56 ,4.7,"Chantilly, VA",201 to 500 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology, VA,18,0,0,0
Data Scientist,31-56 ,3.4,"Southfield, MI",1001 to 5000 employees,Company - Private,Construction,"Construction, Repair & Maintenance", MI,22,1,0,0
Data Scientist,31-56 ,3.9,"San Francisco, CA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services, CA,25,0,0,0
Data Scientist,31-56 ,2.9,United States,201 to 500 employees,Company - Private,IT Services,Information Technology,US,35,1,0,0
Decision Scientist,31-56 ,4.5,"Laurel, MD",5001 to 10000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense, MD,78,0,1,0
Data Scientist,31-56 ,4.9,"Cambridge, MA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology, MA,10,1,1,0
Data Scientist - TS/SCI FSP or CI Required,31-56 ,5,"Annapolis Junction, MD",1 to 50 employees,Company - Private,IT Services,Information Technology, MD,9,1,1,0
"Data Scientist, Applied Machine Learning - Bay Area",95-119 ,3.3,"Redwood City, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, CA,5,1,0,0
Data Scientist,95-119 ,3.5,"Washington, DC",1001 to 5000 employees,Company - Private,Internet,Information Technology, DC,1,1,1,0
Data Scientist,95-119 ,3.5,"San Clemente, CA",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care, CA,10,1,0,1
Data Scientist,95-119 ,4,"New York, NY",1 to 50 employees,Company - Private,Accounting,Accounting & Legal, NY,-1,1,0,0
Data Analyst,95-119 ,3.9,"Falls Church, VA",51 to 200 employees,Company - Public,Consulting,Business Services, VA,8,1,0,1
Data Scientist,95-119 ,3.4,"Newton, MA",201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services, MA,30,1,0,0
Data Scientist,95-119 ,3.5,"San Francisco, CA",10000+ employees,Company - Public,"Department, Clothing, & Shoe Stores",Retail, CA,51,1,1,0
Data Scientist,95-119 ,4.7,"Washington, DC",1 to 50 employees,Company - Private,,, DC,-1,1,0,0
Data Scientist,95-119 ,-1,"San Francisco, CA",,,,, CA,-1,1,1,0
Data Scientist,95-119 ,-1,"San Francisco, CA",,,,, CA,-1,1,1,0
Data Scientist,95-119 ,-1,"San Francisco, CA",,,,, CA,-1,1,1,0
Data Scientist,95-119 ,-1,"San Francisco, CA",,,,, CA,-1,1,1,0
Data Scientist,95-119 ,0,"San Francisco, CA",,,,, CA,-1,1,1,0
Data Scientist,95-119 ,0,"San Francisco, CA",,,,, CA,-1,1,1,0
